id,starttime,endtime,sensor,ip,termsize,client
64ffb3c00f3f,2022-11-16T00:42:02.142633Z,2022-11-16T00:42:05.614257Z,1,178.88.161.82,,3
75af42df4dcd,2022-11-16T00:42:02.173762Z,2022-11-16T00:42:06.937287Z,1,178.88.161.82,,3
d0126c074cc6,2022-11-16T00:42:02.176411Z,2022-11-16T00:42:05.726217Z,1,178.88.161.82,,3
a4449587e0dd,2022-11-16T00:42:02.178131Z,2022-11-16T00:42:04.394445Z,1,178.88.161.82,,3
8b77139cdae0,2022-11-16T00:42:02.179244Z,2022-11-16T00:42:05.691842Z,1,178.88.161.82,,3
15b5e13c871f,2022-11-16T00:42:02.180486Z,2022-11-16T00:42:05.608202Z,1,178.88.161.82,,3
05927d5762c5,2022-11-16T00:42:02.181496Z,2022-11-16T00:42:05.731610Z,1,178.88.161.82,,3
d2b95381d048,2022-11-16T00:42:02.182612Z,2022-11-16T00:42:05.730873Z,1,178.88.161.82,,3
1402eb5b71c6,2022-11-16T00:42:02.183619Z,2022-11-16T00:42:05.611917Z,1,178.88.161.82,,3
46d69b21e825,2022-11-16T00:42:02.184665Z,2022-11-16T00:42:05.732269Z,1,178.88.161.82,,3
e049b5ac9f59,2022-11-16T00:42:02.185931Z,2022-11-16T00:42:06.653064Z,1,178.88.161.82,,3
3ad4605d8295,2022-11-16T00:42:02.186881Z,2022-11-16T00:42:05.730082Z,1,178.88.161.82,,3
dad76b1c277e,2022-11-16T00:42:02.187912Z,2022-11-16T00:42:05.629241Z,1,178.88.161.82,,3
faf2b31594f2,2022-11-16T00:42:02.188868Z,2022-11-16T00:42:05.667454Z,1,178.88.161.82,,3
8f276e093110,2022-11-16T00:42:02.189860Z,2022-11-16T00:42:05.735312Z,1,178.88.161.82,,3
ead5d63a1f66,2022-11-16T00:42:02.191053Z,2022-11-16T00:42:05.238848Z,1,178.88.161.82,,3
03a9edb3523d,2022-11-16T00:42:02.192058Z,2022-11-16T00:42:05.626289Z,1,178.88.161.82,,3
f68517759a51,2022-11-16T00:42:02.193043Z,2022-11-16T00:42:06.314438Z,1,178.88.161.82,,3
3ead7f4ced4c,2022-11-16T00:42:02.194505Z,2022-11-16T00:42:05.694399Z,1,178.88.161.82,,3
01758b0c7731,2022-11-16T00:42:02.195598Z,2022-11-16T00:42:05.693712Z,1,178.88.161.82,,3
5ad8f525b1ad,2022-11-16T00:42:02.196623Z,2022-11-16T00:42:05.734443Z,1,178.88.161.82,,3
614a067f3c0a,2022-11-16T00:42:02.197540Z,2022-11-16T00:42:05.668253Z,1,178.88.161.82,,3
4bcb225b7648,2022-11-16T00:42:02.199358Z,2022-11-16T00:42:05.435475Z,1,178.88.161.82,,3
0514c9d4ae1d,2022-11-16T00:42:02.200460Z,2022-11-16T00:42:05.736654Z,1,178.88.161.82,,3
d213e40a961e,2022-11-16T00:42:02.201277Z,2022-11-16T00:42:05.729352Z,1,178.88.161.82,,3
e97e8a5032ee,2022-11-16T00:42:02.202055Z,2022-11-16T00:42:05.728364Z,1,178.88.161.82,,3
0df084ec36d6,2022-11-16T00:42:02.202793Z,2022-11-16T00:42:05.733754Z,1,178.88.161.82,,3
ddc299ac5394,2022-11-16T00:42:02.203600Z,2022-11-16T00:42:05.733042Z,1,178.88.161.82,,3
e5b5739744fa,2022-11-16T00:42:02.204409Z,2022-11-16T00:42:05.624841Z,1,178.88.161.82,,3
3d25bd15767d,2022-11-16T00:42:02.205490Z,2022-11-16T00:42:05.630171Z,1,178.88.161.82,,3
08783496082d,2022-11-16T00:42:02.206271Z,2022-11-16T00:42:05.612634Z,1,178.88.161.82,,3
fc64be006008,2022-11-16T00:42:02.207056Z,2022-11-16T00:42:05.613563Z,1,178.88.161.82,,3
89029093b6f9,2022-11-16T00:42:02.208729Z,2022-11-16T00:42:05.628542Z,1,178.88.161.82,,3
12c054723bb8,2022-11-16T00:42:02.209888Z,2022-11-16T00:42:06.297849Z,1,178.88.161.82,,3
87f529bcd7b6,2022-11-16T00:42:02.210645Z,2022-11-16T00:42:05.666397Z,1,178.88.161.82,,3
b03a3d2f55ee,2022-11-16T00:42:02.211396Z,2022-11-16T00:42:06.408848Z,1,178.88.161.82,,3
b37faaa39e9f,2022-11-16T00:42:02.212147Z,2022-11-16T00:42:05.665664Z,1,178.88.161.82,,3
74b9f2a1578e,2022-11-16T00:42:02.212971Z,2022-11-16T00:42:05.938716Z,1,178.88.161.82,,3
050897f98647,2022-11-16T00:42:02.213761Z,2022-11-16T00:42:05.735982Z,1,178.88.161.82,,3
023fad75b61f,2022-11-16T00:42:02.175186Z,2022-11-16T00:42:05.669105Z,1,178.88.161.82,,
0d6e0b1714f2,2022-11-16T00:59:40.855940Z,,1,67.205.143.26,,
a34771fd38a0,2022-11-16T00:59:40.917547Z,2022-11-16T00:59:42.627894Z,1,67.205.143.26,,3
f329f4e6c178,2022-11-16T00:59:40.920441Z,2022-11-16T00:59:42.696454Z,1,67.205.143.26,,3
a512f4cd6da5,2022-11-16T00:59:40.921522Z,2022-11-16T00:59:42.623273Z,1,67.205.143.26,,3
6b27109f7780,2022-11-16T00:59:40.922501Z,2022-11-16T00:59:42.627176Z,1,67.205.143.26,,3
b8b01057705f,2022-11-16T00:59:40.924211Z,2022-11-16T00:59:42.122226Z,1,67.205.143.26,,3
d10c70f85aeb,2022-11-16T00:59:40.925965Z,2022-11-16T00:59:41.831763Z,1,67.205.143.26,,3
df5b5fbd7330,2022-11-16T00:59:40.927545Z,2022-11-16T00:59:42.650159Z,1,67.205.143.26,,3
383e304b357d,2022-11-16T00:59:40.929808Z,2022-11-16T00:59:42.648474Z,1,67.205.143.26,,3
8fdca48b3bd6,2022-11-16T00:59:40.931210Z,2022-11-16T00:59:42.687962Z,1,67.205.143.26,,3
8cbbf9c1f50a,2022-11-16T00:59:40.919429Z,2022-11-16T00:59:42.662696Z,1,67.205.143.26,,3
2ae5ad266747,2022-11-16T00:59:40.932142Z,2022-11-16T00:59:42.626068Z,1,67.205.143.26,,3
a0d6bbc24db0,2022-11-16T00:59:40.934829Z,2022-11-16T00:59:42.714189Z,1,67.205.143.26,,3
6b9125a17fe2,2022-11-16T00:59:40.936257Z,2022-11-16T00:59:42.649165Z,1,67.205.143.26,,3
9fa0cca575ad,2022-11-16T00:59:40.937653Z,2022-11-16T00:59:42.653294Z,1,67.205.143.26,,3
4649bb1722a2,2022-11-16T00:59:40.938984Z,2022-11-16T00:59:42.687167Z,1,67.205.143.26,,3
3b992799308d,2022-11-16T00:59:40.940153Z,2022-11-16T00:59:42.737024Z,1,67.205.143.26,,3
a694faf704dd,2022-11-16T00:59:40.941208Z,2022-11-16T00:59:42.728194Z,1,67.205.143.26,,3
726d7f402a48,2022-11-16T00:59:40.943183Z,2022-11-16T00:59:42.727321Z,1,67.205.143.26,,3
0c829c316af0,2022-11-16T00:59:40.945327Z,2022-11-16T00:59:42.651042Z,1,67.205.143.26,,3
e56be3a32246,2022-11-16T00:59:40.946600Z,2022-11-16T00:59:42.647751Z,1,67.205.143.26,,3
20d56476233f,2022-11-16T00:59:40.947882Z,2022-11-16T00:59:42.679969Z,1,67.205.143.26,,3
45e5914f034f,2022-11-16T00:59:40.951293Z,2022-11-16T00:59:42.677545Z,1,67.205.143.26,,3
4538626a72d8,2022-11-16T00:59:40.952706Z,2022-11-16T00:59:42.697574Z,1,67.205.143.26,,3
d20575af7d3e,2022-11-16T00:59:40.953583Z,2022-11-16T00:59:42.651929Z,1,67.205.143.26,,3
5c5bd4334b86,2022-11-16T00:59:40.954345Z,2022-11-16T00:59:42.185075Z,1,67.205.143.26,,3
2b28da0cfd08,2022-11-16T00:59:40.955071Z,2022-11-16T00:59:42.688707Z,1,67.205.143.26,,3
bb4bf05e7b8b,2022-11-16T00:59:40.955877Z,2022-11-16T00:59:42.194108Z,1,67.205.143.26,,3
71691a6571a2,2022-11-16T00:59:40.956717Z,2022-11-16T00:59:42.708196Z,1,67.205.143.26,,3
672442a8fdd7,2022-11-16T00:59:40.957492Z,2022-11-16T00:59:42.646602Z,1,67.205.143.26,,3
6cc35f5c0f97,2022-11-16T00:59:40.958246Z,2022-11-16T00:59:42.698464Z,1,67.205.143.26,,3
8dd2863fc4ee,2022-11-16T00:59:40.933658Z,2022-11-16T00:59:42.678354Z,1,67.205.143.26,,3
5eac8f3d6cca,2022-11-16T00:59:40.959873Z,2022-11-16T00:59:42.700218Z,1,67.205.143.26,,3
c80830b281c9,2022-11-16T00:59:40.960716Z,2022-11-16T00:59:42.198286Z,1,67.205.143.26,,3
81c583649a40,2022-11-16T00:59:40.959003Z,2022-11-16T00:59:42.709091Z,1,67.205.143.26,,3
7dcb359f1da8,2022-11-16T00:59:40.961500Z,2022-11-16T00:59:42.686393Z,1,67.205.143.26,,3
af201d466ee8,2022-11-16T00:59:40.962258Z,2022-11-16T00:59:42.706739Z,1,67.205.143.26,,3
679cd6625af5,2022-11-16T00:59:40.963007Z,2022-11-16T00:59:42.712802Z,1,67.205.143.26,,3
a98e2d072ca4,2022-11-16T00:59:40.964844Z,2022-11-16T00:59:42.699533Z,1,67.205.143.26,,3
b43c30eb0a66,2022-11-16T00:59:40.964069Z,2022-11-16T00:59:42.199792Z,1,67.205.143.26,,3
f7ebdd7ae3f0,2022-11-16T00:59:40.965838Z,,1,67.205.143.26,,
a1f5a8adf95d,2022-11-16T01:09:24.453784Z,2022-11-16T01:09:28.026206Z,1,46.101.116.214,,68
6f655a6d14d2,2022-11-16T01:09:24.767424Z,2022-11-16T01:09:26.024297Z,1,46.101.116.214,,68
8b20b1070c84,2022-11-16T01:14:44.859878Z,2022-11-16T01:14:54.869550Z,1,169.228.66.212,,3
e9e00c091a66,2022-11-16T01:19:39.333728Z,,1,124.70.177.22,,
3594df669455,2022-11-16T01:19:39.558680Z,2022-11-16T01:21:39.561625Z,1,124.70.177.22,,
c6067509db22,2022-11-16T01:19:39.562525Z,2022-11-16T01:19:40.233838Z,1,124.70.177.22,,
9f91de6e75b2,2022-11-16T01:19:39.564285Z,2022-11-16T01:21:39.566492Z,1,124.70.177.22,,
2f598fe1fb98,2022-11-16T01:19:39.565833Z,2022-11-16T01:19:39.798641Z,1,124.70.177.22,,
06da820a06b9,2022-11-16T01:19:39.567349Z,2022-11-16T01:19:39.573612Z,1,124.70.177.22,,
4c696e45b7d3,2022-11-16T01:19:39.568354Z,2022-11-16T01:19:39.574405Z,1,124.70.177.22,,
d6cf5971bac2,2022-11-16T01:19:39.569460Z,2022-11-16T01:21:39.570698Z,1,124.70.177.22,,
51818dd7a9a1,2022-11-16T01:19:39.570400Z,2022-11-16T01:19:39.801888Z,1,124.70.177.22,,
37198785f3dd,2022-11-16T01:19:39.571772Z,2022-11-16T01:19:40.030992Z,1,124.70.177.22,,
b814498c3517,2022-11-16T01:19:39.560736Z,2022-11-16T01:21:39.562972Z,1,124.70.177.22,,
b6df454aacdd,2022-11-16T01:29:45.434925Z,2022-11-16T01:29:45.490309Z,1,185.81.68.26,,
37ab46a2ee1d,2022-11-16T01:43:09.755796Z,2022-11-16T01:43:09.923481Z,1,52.171.198.22,,
42d7fff06c3a,2022-11-16T01:49:07.986031Z,2022-11-16T01:49:10.459684Z,1,181.40.81.230,,68
2f9487de921b,2022-11-16T01:50:57.602066Z,2022-11-16T01:51:10.517530Z,1,181.40.81.230,,68
cf6e2c16519e,2022-11-16T01:50:59.226363Z,2022-11-16T01:51:01.659912Z,1,181.40.81.230,,68
a4a34c8c6f65,2022-11-16T01:52:28.520900Z,2022-11-16T01:52:30.991344Z,1,181.40.81.230,,68
82bbd74d5f55,2022-11-16T01:53:55.382813Z,2022-11-16T01:54:08.348608Z,1,181.40.81.230,,68
0d590047b564,2022-11-16T01:53:57.021099Z,2022-11-16T01:53:59.460812Z,1,181.40.81.230,,68
d9891cff42a1,2022-11-16T01:55:26.826079Z,2022-11-16T01:55:39.800028Z,1,181.40.81.230,,68
bfd56a8408c9,2022-11-16T01:55:28.493665Z,2022-11-16T01:55:30.933694Z,1,181.40.81.230,,68
7515161360ad,2022-11-16T01:56:57.796430Z,2022-11-16T01:57:00.275195Z,1,181.40.81.230,,68
f6a60bab6cf4,2022-11-16T01:58:24.475357Z,2022-11-16T01:58:26.914050Z,1,181.40.81.230,,68
b95897c063b3,2022-11-16T01:59:48.726512Z,2022-11-16T01:59:51.198237Z,1,181.40.81.230,,68
087931ab31eb,2022-11-16T02:01:14.016156Z,2022-11-16T02:01:16.454720Z,1,181.40.81.230,,68
bca9ce3b7794,2022-11-16T02:02:11.931946Z,2022-11-16T02:02:14.585179Z,1,181.94.230.206,,68
d491a4fde4d5,2022-11-16T02:02:44.608638Z,2022-11-16T02:02:47.084505Z,1,181.40.81.230,,68
b065603ba31d,2022-11-16T02:02:46.426161Z,2022-11-16T02:02:48.690460Z,1,43.134.10.63,,68
b3993e37d282,2022-11-16T02:02:59.775832Z,2022-11-16T02:03:01.930243Z,1,134.17.16.37,,1483
6132759956f5,2022-11-16T02:03:00.179254Z,2022-11-16T02:03:01.533568Z,1,134.17.16.37,,73
7ea8884440cc,2022-11-16T02:04:14.231988Z,2022-11-16T02:04:16.713124Z,1,181.40.81.230,,68
8b75018089b5,2022-11-16T02:04:43.812129Z,2022-11-16T02:04:47.498070Z,1,159.89.96.59,,68
bf7248983bf4,2022-11-16T02:04:44.116203Z,2022-11-16T02:04:45.385000Z,1,159.89.96.59,,68
67d8ea59c7ef,2022-11-16T02:05:44.113277Z,2022-11-16T02:05:46.583723Z,1,181.40.81.230,,68
1964e19fb149,2022-11-16T02:05:52.370263Z,2022-11-16T02:05:54.636852Z,1,43.134.10.63,,68
a56fe10b4b3f,2022-11-16T02:06:58.558996Z,2022-11-16T02:07:00.861088Z,1,43.134.10.63,,68
2c0f475d6046,2022-11-16T02:07:11.393364Z,2022-11-16T02:07:13.830324Z,1,181.40.81.230,,68
c1a14cebaf37,2022-11-16T02:07:43.870737Z,2022-11-16T02:07:46.527359Z,1,181.94.230.206,,68
d93b891e648c,2022-11-16T02:08:07.488831Z,2022-11-16T02:08:09.743408Z,1,43.134.10.63,,68
8774d76b2462,2022-11-16T02:08:43.222961Z,2022-11-16T02:08:45.694706Z,1,181.40.81.230,,68
3fa8254fc47e,2022-11-16T02:09:19.327307Z,2022-11-16T02:09:21.563472Z,1,43.134.10.63,,68
e70bcde8e4f8,2022-11-16T02:09:20.791023Z,2022-11-16T02:09:23.448949Z,1,181.94.230.206,,68
ad7746b8617b,2022-11-16T02:10:17.502912Z,2022-11-16T02:10:30.423120Z,1,181.40.81.230,,68
4bf9b1129da4,2022-11-16T02:10:19.127920Z,2022-11-16T02:10:21.568554Z,1,181.40.81.230,,68
2f8d6634f000,2022-11-16T02:10:23.449515Z,2022-11-16T02:10:25.740850Z,1,43.134.10.63,,68
03eb73fe9f15,2022-11-16T02:11:00.015917Z,2022-11-16T02:11:02.676429Z,1,181.94.230.206,,68
772848113eee,2022-11-16T02:11:24.186104Z,2022-11-16T02:11:26.443057Z,1,43.134.10.63,,68
b2de7af8558e,2022-11-16T02:11:48.010903Z,2022-11-16T02:11:50.445546Z,1,181.40.81.230,,68
f2b09557bc1e,2022-11-16T02:12:00.780972Z,2022-11-16T02:12:01.987183Z,1,107.189.13.7,,52
a6c7d2290bdb,2022-11-16T02:12:25.131885Z,2022-11-16T02:12:27.426951Z,1,43.134.10.63,,68
4368e7a0bc1f,2022-11-16T02:12:31.889182Z,2022-11-16T02:12:46.472627Z,1,181.94.230.206,,68
e72f47518270,2022-11-16T02:12:33.756104Z,2022-11-16T02:12:36.411809Z,1,181.94.230.206,,68
2b7d293d3b48,2022-11-16T02:12:54.642600Z,2022-11-16T02:12:56.058040Z,1,193.105.134.95,,2014
6f743e4715fb,2022-11-16T02:13:13.762338Z,2022-11-16T02:13:16.197827Z,1,181.40.81.230,,68
337b463eb7aa,2022-11-16T02:13:28.508943Z,2022-11-16T02:13:30.781949Z,1,43.134.10.63,,68
e6bf07d27758,2022-11-16T02:14:03.381877Z,2022-11-16T02:14:06.064150Z,1,181.94.230.206,,68
878dfcebd586,2022-11-16T02:14:30.010836Z,2022-11-16T02:14:41.380061Z,1,43.134.10.63,,68
225cb507a663,2022-11-16T02:14:31.410692Z,2022-11-16T02:14:33.682288Z,1,43.134.10.63,,68
91e021ccbc59,2022-11-16T02:14:45.428130Z,2022-11-16T02:14:58.391237Z,1,181.40.81.230,,68
ebf7aab127b6,2022-11-16T02:14:47.054803Z,2022-11-16T02:14:49.490119Z,1,181.40.81.230,,68
ffd3172418c1,2022-11-16T02:15:31.770056Z,2022-11-16T02:15:34.067523Z,1,43.134.10.63,,68
db09f66cae38,2022-11-16T02:15:34.467060Z,2022-11-16T02:15:37.110036Z,1,181.94.230.206,,68
76b068836519,2022-11-16T02:16:15.639763Z,2022-11-16T02:16:28.557063Z,1,181.40.81.230,,68
2b8f3dea8bb0,2022-11-16T02:16:17.262710Z,2022-11-16T02:16:19.699935Z,1,181.40.81.230,,68
8b8e6f803584,2022-11-16T02:16:37.250463Z,2022-11-16T02:16:39.571321Z,1,43.134.10.63,,68
6ec8795add74,2022-11-16T02:17:05.748528Z,2022-11-16T02:17:08.403521Z,1,181.94.230.206,,68
392996f911a9,2022-11-16T02:17:37.453097Z,2022-11-16T02:17:39.704040Z,1,43.134.10.63,,68
38034c3a6905,2022-11-16T02:17:43.159818Z,2022-11-16T02:17:56.100961Z,1,181.40.81.230,,68
ddca7c311f78,2022-11-16T02:17:44.789572Z,2022-11-16T02:17:47.237849Z,1,181.40.81.230,,68
f19c5a2e6335,2022-11-16T02:18:19.993205Z,2022-11-16T02:18:21.435727Z,1,89.78.143.247,,68
1bd4af9f8ee9,2022-11-16T02:18:33.095256Z,2022-11-16T02:18:35.753277Z,1,181.94.230.206,,68
8fdedc3cafed,2022-11-16T02:18:46.487759Z,2022-11-16T02:18:57.869308Z,1,43.134.10.63,,68
6decfdcdcac1,2022-11-16T02:18:47.906478Z,2022-11-16T02:18:50.173023Z,1,43.134.10.63,,68
a41889bde5ab,2022-11-16T02:19:10.838741Z,2022-11-16T02:19:13.285553Z,1,181.40.81.230,,68
6fb24dd46804,2022-11-16T02:19:51.499942Z,2022-11-16T02:19:53.784696Z,1,43.134.10.63,,68
a7a868a99836,2022-11-16T02:20:08.702056Z,2022-11-16T02:20:11.362213Z,1,181.94.230.206,,68
6a6e91004939,2022-11-16T02:20:36.777538Z,2022-11-16T02:20:49.687355Z,1,181.40.81.230,,68
528a49d914c0,2022-11-16T02:20:38.409547Z,2022-11-16T02:20:40.848335Z,1,181.40.81.230,,68
d06598eb88ea,2022-11-16T02:20:56.092240Z,2022-11-16T02:21:07.603571Z,1,43.134.10.63,,68
90da4b4d51a0,2022-11-16T02:20:57.524671Z,2022-11-16T02:20:59.792904Z,1,43.134.10.63,,68
8b23052b4bf3,2022-11-16T02:21:42.280046Z,2022-11-16T02:21:44.957487Z,1,181.94.230.206,,68
3420395e0704,2022-11-16T02:22:01.684200Z,2022-11-16T02:22:13.184685Z,1,43.134.10.63,,68
d5dbe322a062,2022-11-16T02:22:03.106523Z,2022-11-16T02:22:05.334414Z,1,43.134.10.63,,68
fc5aa55974dc,2022-11-16T02:22:08.761193Z,2022-11-16T02:22:11.211012Z,1,181.40.81.230,,68
11913a6df7c5,2022-11-16T02:23:08.411764Z,2022-11-16T02:23:20.068784Z,1,43.134.10.63,,68
b1f7e80e8869,2022-11-16T02:23:09.907741Z,2022-11-16T02:23:12.177987Z,1,43.134.10.63,,68
1d72dd0d7d28,2022-11-16T02:23:17.319555Z,2022-11-16T02:23:19.964207Z,1,181.94.230.206,,68
c4b65a45edd6,2022-11-16T02:23:24.945816Z,2022-11-16T02:23:26.176468Z,1,37.59.120.179,,68
92549ef72135,2022-11-16T02:23:40.201633Z,2022-11-16T02:23:42.637744Z,1,181.40.81.230,,68
afe97bb94a45,2022-11-16T02:24:17.191688Z,2022-11-16T02:24:28.644449Z,1,43.134.10.63,,68
767986bed4de,2022-11-16T02:24:18.633557Z,2022-11-16T02:24:20.883221Z,1,43.134.10.63,,68
74d8523c0016,2022-11-16T02:24:51.962660Z,2022-11-16T02:24:54.615266Z,1,181.94.230.206,,68
2b22dc6d6831,2022-11-16T02:24:59.441104Z,2022-11-16T02:25:04.153901Z,1,89.78.143.247,,68
12f374f0217a,2022-11-16T02:24:59.898655Z,2022-11-16T02:25:01.306133Z,1,89.78.143.247,,68
baa0fb9ed39f,2022-11-16T02:25:08.703603Z,2022-11-16T02:25:21.653951Z,1,181.40.81.230,,68
a4810c731b89,2022-11-16T02:25:10.334136Z,2022-11-16T02:25:12.785064Z,1,181.40.81.230,,68
7b85f51a5b31,2022-11-16T02:25:19.292279Z,2022-11-16T02:25:30.975309Z,1,43.134.10.63,,68
15e0b05ea0f4,2022-11-16T02:25:20.809448Z,2022-11-16T02:25:23.088519Z,1,43.134.10.63,,68
d2c7485c60ef,2022-11-16T02:25:48.113608Z,2022-11-16T02:25:50.362325Z,1,89.78.143.247,,68
ea8b774f5f32,2022-11-16T02:26:20.695333Z,2022-11-16T02:26:22.951609Z,1,43.134.10.63,,68
dd013c935484,2022-11-16T02:26:25.333551Z,2022-11-16T02:26:39.941846Z,1,181.94.230.206,,68
a448f1a71170,2022-11-16T02:26:27.232378Z,2022-11-16T02:26:29.881127Z,1,181.94.230.206,,68
f88776e03ee4,2022-11-16T02:26:37.985138Z,2022-11-16T02:26:50.967356Z,1,181.40.81.230,,68
e60d8c3cbc05,2022-11-16T02:26:38.113415Z,2022-11-16T02:26:39.533903Z,1,89.78.143.247,,68
b0b4c6a27081,2022-11-16T02:26:39.620308Z,2022-11-16T02:26:42.058255Z,1,181.40.81.230,,68
b7ba6c48286c,2022-11-16T02:27:22.092102Z,2022-11-16T02:27:24.348527Z,1,43.134.10.63,,68
db4da17505e5,2022-11-16T02:27:30.741030Z,2022-11-16T02:27:32.185100Z,1,89.78.143.247,,68
a1ad6e5f7855,2022-11-16T02:28:01.313029Z,2022-11-16T02:28:15.960157Z,1,181.94.230.206,,68
c0d6c04c87c6,2022-11-16T02:28:03.190861Z,2022-11-16T02:28:05.840989Z,1,181.94.230.206,,68
798cbeada43e,2022-11-16T02:28:09.537986Z,2022-11-16T02:28:22.546952Z,1,181.40.81.230,,68
e0465da9b9cd,2022-11-16T02:28:11.176675Z,2022-11-16T02:28:13.611497Z,1,181.40.81.230,,68
c5dfd280cd6f,2022-11-16T02:28:21.973018Z,2022-11-16T02:28:23.483723Z,1,89.78.143.247,,68
570db180c5d4,2022-11-16T02:28:25.088561Z,2022-11-16T02:28:27.354577Z,1,43.134.10.63,,68
40d2f25735be,2022-11-16T02:29:10.584387Z,2022-11-16T02:29:15.395250Z,1,89.78.143.247,,68
0184ef179843,2022-11-16T02:29:11.089115Z,2022-11-16T02:29:12.506579Z,1,89.78.143.247,,68
fc1bcf01d11a,2022-11-16T02:29:30.523342Z,2022-11-16T02:29:41.875965Z,1,43.134.10.63,,68
9bb1a775bece,2022-11-16T02:29:31.907950Z,2022-11-16T02:29:34.168358Z,1,43.134.10.63,,68
23de881bea56,2022-11-16T02:29:35.871222Z,2022-11-16T02:29:38.571278Z,1,181.94.230.206,,68
cd0b44e1d5f0,2022-11-16T02:29:39.696276Z,2022-11-16T02:29:52.592202Z,1,181.40.81.230,,68
e12f1c03e2c8,2022-11-16T02:29:41.318115Z,2022-11-16T02:29:43.754832Z,1,181.40.81.230,,68
dbef558b20dc,2022-11-16T02:30:02.720803Z,2022-11-16T02:30:04.134954Z,1,89.78.143.247,,68
2686373c1afe,2022-11-16T02:30:38.482114Z,2022-11-16T02:30:40.787045Z,1,43.134.10.63,,68
de4aa345c6cb,2022-11-16T02:30:48.889520Z,2022-11-16T02:30:50.297860Z,1,89.78.143.247,,68
b8c85f4015da,2022-11-16T02:31:07.078358Z,2022-11-16T02:31:20.174025Z,1,181.40.81.230,,68
5055f397a141,2022-11-16T02:31:08.520333Z,2022-11-16T02:31:23.296900Z,1,181.94.230.206,,68
40f66a003dfb,2022-11-16T02:31:08.702801Z,2022-11-16T02:31:11.134308Z,1,181.40.81.230,,68
922f5ec94c9f,2022-11-16T02:31:10.392592Z,2022-11-16T02:31:13.045910Z,1,181.94.230.206,,68
f169d02af54e,2022-11-16T02:31:40.170205Z,2022-11-16T02:31:41.579748Z,1,89.78.143.247,,68
3a37f39284d3,2022-11-16T02:31:41.247938Z,2022-11-16T02:31:52.715662Z,1,43.134.10.63,,68
e585d69dd536,2022-11-16T02:31:42.667154Z,2022-11-16T02:31:44.950361Z,1,43.134.10.63,,68
8023d1a794ac,2022-11-16T02:32:29.245879Z,2022-11-16T02:32:33.994224Z,1,89.78.143.247,,68
d358569e8b36,2022-11-16T02:32:29.725144Z,2022-11-16T02:32:31.146015Z,1,89.78.143.247,,68
1878fe27cd84,2022-11-16T02:32:33.284012Z,2022-11-16T02:32:35.718008Z,1,181.40.81.230,,68
7094337db5b6,2022-11-16T02:32:35.953664Z,2022-11-16T02:32:50.503802Z,1,181.94.230.206,,68
58eab6091779,2022-11-16T02:32:37.813893Z,2022-11-16T02:32:40.457792Z,1,181.94.230.206,,68
ec78f354ca59,2022-11-16T02:32:46.333732Z,2022-11-16T02:32:48.607515Z,1,43.134.10.63,,68
54f3d54ba9d5,2022-11-16T02:33:14.477416Z,2022-11-16T02:33:15.900152Z,1,89.78.143.247,,68
a39efedc091d,2022-11-16T02:33:48.563431Z,2022-11-16T02:33:50.826640Z,1,43.134.10.63,,68
827f06c41770,2022-11-16T02:34:06.071701Z,2022-11-16T02:34:07.494272Z,1,89.78.143.247,,68
95dec05c0480,2022-11-16T02:34:06.888998Z,2022-11-16T02:34:09.536437Z,1,181.94.230.206,,68
ff14d4be485c,2022-11-16T02:34:54.226535Z,2022-11-16T02:35:05.797928Z,1,43.134.10.63,,68
c51e4dd38743,2022-11-16T02:34:55.657429Z,2022-11-16T02:34:57.939916Z,1,43.134.10.63,,68
d4b6dfc32f58,2022-11-16T02:34:58.982952Z,2022-11-16T02:35:00.501925Z,1,89.78.143.247,,68
38ff75077263,2022-11-16T02:35:41.025325Z,2022-11-16T02:35:55.633909Z,1,181.94.230.206,,68
1c1bda4acf41,2022-11-16T02:35:42.929675Z,2022-11-16T02:35:45.583550Z,1,181.94.230.206,,68
547ae948830c,2022-11-16T02:35:46.488964Z,2022-11-16T02:35:53.560055Z,1,89.78.143.247,,68
74b47b85bfd0,2022-11-16T02:35:46.943274Z,2022-11-16T02:35:49.678237Z,1,89.78.143.247,,68
33e95e7286c5,2022-11-16T02:36:00.520782Z,2022-11-16T02:36:02.775827Z,1,43.134.10.63,,68
00d77180c0fa,2022-11-16T02:36:37.401414Z,2022-11-16T02:36:38.819754Z,1,89.78.143.247,,68
1334a9bf3cc9,2022-11-16T02:37:11.923735Z,2022-11-16T02:37:26.546988Z,1,181.94.230.206,,68
35dd7ffb5a68,2022-11-16T02:37:13.822570Z,2022-11-16T02:37:16.478230Z,1,181.94.230.206,,68
249357711b0e,2022-11-16T02:37:29.957280Z,2022-11-16T02:37:31.369867Z,1,89.78.143.247,,68
8e08729373f9,2022-11-16T02:38:19.605034Z,2022-11-16T02:38:21.103127Z,1,89.78.143.247,,68
1459d1d39162,2022-11-16T02:38:42.091660Z,2022-11-16T02:38:44.747419Z,1,181.94.230.206,,68
e23b09b220fc,2022-11-16T02:39:11.697336Z,2022-11-16T02:39:13.106030Z,1,89.78.143.247,,68
676534d9d41b,2022-11-16T02:40:08.017077Z,2022-11-16T02:40:09.461188Z,1,89.78.143.247,,68
111866daeb74,2022-11-16T02:40:12.224173Z,2022-11-16T02:40:14.879086Z,1,181.94.230.206,,68
